"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6582","TC_05_SearchProduct_Positive @master, @sanity","chromium","2026-07-24","passed","2026-07-24","","TC_05_searchPositive.spec.ts","",""
